Date,Ratings,Review,Park
Dec 2013 ,5.0,A brainchild of CM of West Bengal Ms. Mamata Banerjee this park has already become a hit amongst city-dwellers many of whom can hardly afford so much of open space with lush greenery to breathe pure oxygen and a huge water-body to go for a romantic paddle-boating with one's partner. It has earned admiration from foreign delegates too!First ever park to introduce laser show and zorbing. One should enjoy both. I strongly recommend.One request: please don't pluck flowers.,Eco Tourism Park
Mar 2014 ,5.0,"Except private transport facility to this site from other places of Kolkata, it is a good site to visit. You can ride the battery operated cab either at gate 1 or at gate 3 so that you can enjoy the 4 km stretch of this park.",Eco Tourism Park
Jan 2014 ,4.0,This is a new place at rajarhat. The area is secluded and detached from the rest of kolkata by miles. Connectivity here is a big problem and it might happen that after 9pm you are stranded in the middle of nowhere.,Eco Tourism Park
Jan 2014 ,4.0,"We visited here in addition to a little up the river. Although the park has certain attractions and is a pleasant place, some of the surrounding river leaves something to be desired. The area is not very clean, and is used for washing and has a lot of garbage collecting on the side of the river banks. I would be very cautious with water activities where you can swallow some water.",Eco Tourism Park
Feb 2014 ,5.0,big area with fun activities as well as jogging and brisk walking.Good strolling place during summer evenings and winter noons.,Eco Tourism Park
Aug 2013 ,5.0,"Till date one of the best places. from hosting events to picnic to sit and relax to date , to spend some quite and quality time with your special one. It has all of it. Cheers.",Eco Tourism Park
Feb 2014 ,4.0,I was amazed to see how this park developed from an empty patch of ground a few years back to a place where one can really just relax. A good place to bring the family for the day picnic!,Eco Tourism Park
Nov 2013 ,5.0,Real big one... A normal park... Space has not been utilized properly.... More development require...Another good thing it has is waterbody which looks beautiful during Sunset...,Eco Tourism Park
Jan 2014 ,5.0,"The work isn't complete and didn't notice anything particularly eco-friendly in it apart from some tokenism. But it is the one new place which has the space and feel of the Maidan, with the bonuses of waterbodies and boating thrown in. Here's wishing that it blooms and blossoms and doesn't go the way of other Calcutta landmarks.",Eco Tourism Park
Jan 2014 ,5.0,"this 26th jan though i had no plans but at the end moment me n my family decided tht we wud visit ""eco park"" had xpectations quite high coz i had seen it wyl visitin' tata medical centre a couple of times. wel i must say it didnt dissapoint me the area is quite vast n the best part an ambience full of tranquility n sumthin tht gives u natural essence.. wel there are plenty of food stalls one provides beverages n all n one even provides our local delicacy biryani! wel the only loop hole was tht it didnt have much shaded area n the sanitation facilities could be improvised a lot more in terms of numbers! but if u lookin to escape 4m moribund city life n wana njoy sum quality time with decent ambience n crowd as wel!",Eco Tourism Park
Dec 2013 ,4.0,"Huge space. Excellent garden...some of the roses colours and size are seen to be believed. Lot of greens, trees and well decorated. The lake is awesome too. Very good place to spend with the environment in the middle of a crowded city. Though lot of car parking is available (possibly all are free parking), but be prepared to walk a lot.",Eco Tourism Park
Dec 2013 ,4.0,"Very well maintained, separate parks for kids as well, ample parking space. Option for boating and other water activities.Cons: difficult for elders as walking for the entire stretch is tiresome, less food joints, lacks shaded sitting areas.",Eco Tourism Park
Jan 2014 ,5.0,"The park itself is quite huge but the parking is a major hassle on weekends/holidays, for a park 450 acres they have a parking of 50 cars !!!! How will the other people park?? The government should think about this .. the maintenance is also sloppy , not enough dust bins !!",Eco Tourism Park
Jan 2014 ,5.0,"Was there a week back.. there was utter chaos , the traffic was not well planned and the parking was a nightmare... A great opportunity is almost being muddled here... The park itself was great ...",Eco Tourism Park
Dec 2013 ,4.0,"After coming to know of the park in media, I decided to go over there with my friend. Finally I went on 29.12.2013 in a AC Bus from Exide Crossing, near Rabindra Sadan and reach the place within 1 hour @ 35/-. Entry fee @ 10. It was a nice park and a very huge park full of natural beauty. It was an amazing experience. There are speed boat, pedal boat, plus various department like Bamboo Garden, Butterfly Garden, Waterfall, Animal Statue, etc. The surrounding was great and and enjoyable. Everyone should go over there. I will again go as soon as possible with my family.",Eco Tourism Park
Dec 2013 ,5.0,Eco Tourism Park is a new addition to the city & I must say it is very well planned as well. A water body in the center with walking path all around it provides an excellent opportunity to be close to nature. the pollution free fresh air is an added feature along with various kinds of outdoor entertainment facilities for young & adults including boating in the lake. A sunset scene in the evening will be appreciated by all & the park looks fabulous when the lights are switched on after dark. Would recommend a visit when ever time permits alone or with family.,Eco Tourism Park
Dec 2013 ,5.0,"It's a diff place in greens far away from pollution and daily disciplined life. It is good for passing time mainly in weekends like leisure walk, having a bit of sports and adventure, also boating is available.",Eco Tourism Park
Dec 2013 ,1.0,Nothing is there which you don't like. So many things HIDCO placed here and very well placed here. Well maintained by them.Only persons are not cooperative with nature and they all are trying to destroy things. You can see normally these things around you where adults are using children swings.,Eco Tourism Park
Dec 2013 ,5.0,"Set amidst 480 acres of well manicured and planned lawns, flower gardens with a 100 acre manmade lake strategically placed to the West of the park is a perfect destination to experience a whole new part of Kolkata. Whether you're there for a lazy stroll, jog, run or for adventure sports like kayaking, zorbing (both land & water), cycling or archery. There's something for all with varied interests. The sunset is surely a must watch for visitors and photographers alike. I am a regular at the park and can't wait to visit it again. I actually take pride in introducing this destination to friends and visitors to our city.",Eco Tourism Park
Jan 2013 ,5.0,eco tourism park a park full of forest where different types of animals ... deadly or non deadly ... are waiting to have good breakfast or lunch or dinners with .. different animals ... as a food ... if you visit there be very careful .. as that is a disciplined place and silence is there to maintain the rules or regulation ... from far you will be able to see many different animals like lion peacock... tiger .. panthor .. fox .. snakes ... etc ... this is a park for tourist visit where taking photos is not allowed .. but some of them are capturing it with out informing .. take care .. and visit ..this park ..bye friends,Eco Tourism Park
